Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,regulatory_era
Sovaldi,sofosbuvir,Gilead Sciences,NDA,204671,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/8/2013,12/6/2013,2013,NA,"SOVALDI is a hepatitis C virus (HCV) nucleotide analog NS5B polymerase inhibitor indicated for the treatment of chronic hepatitis C (CHC) infection as a component of a combination antiviral treatment regimen. 
- SOVALDI efficacy has been established in subjects with HCV genotype 1, 2, 3, or 4 infection, including those with hepatocellular carcinoma meeting Milan criteria (awaiting liver transplantation) and those with HCV/HIV-1 co-infection.  
The following points should be considered when initiating treatment with SOVALDI: 
- Monotherapy of SOVALDI is not recommended for treatment of CHC. 
- Treatment regimen and duration are dependent on both viral genotype and patient population.  
- Treatment response varies based on baseline host and viral factors.",Priority,No,No,Yes,Yes,No,No,No,NA,2013-04-08,2013-12-06,242,5.488937726156687,Post-FDASIA
Anoro Ellipta,"umeclidinium, vilanterol",GlaxoSmithKline,NDA,203975,NA,NA,Powder,Inhalation,NA,NA,NA,NA,12/18/2012,12/18/2013,2013,NA,"ANORO ELLIPTA is a combination anticholinergic/long-acting beta2-adrenergic agonist (anticholinergic/LABA) indicated for the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema. 
Important Limitations of Use: ANORO ELLIPTA is NOT indicated for the relief of acute bronchospasm or for the treatment of asthma.",Standard,No,No,No,No,No,No,No,NA,2012-12-18,2013-12-18,365,5.8998973535824915,Post-FDASIA
Farxiga,dapagliflozin,Bristol-Myers Squibb,NDA,202293,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/28/2010,1/8/2014,2014,NA,FARXIGA is a sodium-glucose cotransporter 2 (SGLT2) inhibitor indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. Limitation of use: Not for treatment of type 1 diabetes mellitus or diabetic ketoacidosis.,Standard,No,No,No,No,No,No,No,NA,2010-12-28,2014-01-08,1107,7.009408932708637,Post-FDASIA
Hetlioz,tasimelteon,Vanda Pharmaceuticals,NDA,205677,NA,NA,Capsule,Oral,NA,NA,NA,NA,5/31/2013,1/31/2014,2014,NA,HETLIOZ is indicated for the treatment of Non-24-Hour Sleep-Wake Disorder (Non-24).,Priority,Yes,No,No,No,No,No,No,NA,2013-05-31,2014-01-31,245,5.501258210544727,Post-FDASIA
Vimizim,elosulfase alfa,BioMarin Pharmaceutical,BLA,125460,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/29/2013,2/14/2014,2014,NA,Vimizim (elosulfase alfa) is indicated for patients with Mucopolysaccharidosis type IVA (MPS IVA; Morquio A syndrome).,Priority,Yes,No,No,Yes,N/A,RPD,No,NA,2013-03-29,2014-02-14,322,5.7745515455444085,Post-FDASIA
Northera,droxidopa,Chelsea Therapeutics,NDA,203202,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/28/2011,2/18/2014,2014,NA,"NORTHERA is indicated for the treatment of orthostatic dizziness, lightheadedness, or the “feeling that you are about to black out” in adult patients with symptomatic neurogenic orthostatic hypotension (NOH) caused by primary autonomic failure [Parkinson's disease (PD), multiple system atrophy and pure autonomic failure], dopamine beta-hydroxylase deficiency, and non-diabetic autonomic neuropathy. Effectiveness beyond 2 weeks of treatment has not been established. The continued effectiveness of NORTHERA should be assessed periodically.",Priority,Yes,Yes,No,Yes,No,No,No,NA,2011-09-28,2014-02-18,874,6.773080375655535,Post-FDASIA
Myalept,metreleptin,Amylin Pharmaceuticals,BLA,125390,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/27/2013,2/24/2014,2014,NA,"MYALEPT (metreleptin for injection) is indicated as an adjunct to diet as replacement therapy to treat the complications of leptin deficiency in patients with congenital or acquired generalized lipodystrophy.  
Limitations of Use: 
- The safety and effectiveness of MYALEPT for the treatment of complications of partial lipodystrophy have not been established.  
- The safety and effectiveness of MYALEPT for the treatment of liver disease, including nonalcoholic steatohepatitis (NASH), have not been established.  
- MYALEPT is not indicated for use in patients with HIV-related lipodystrphy.  
- MYALEPT is not indicated for use in patients with metabolic disease, including diabetes mellitus and hypertriglyceridemia, without concurrent evidence of congenital or acquired generalized lipodystrophy.",Priority,Yes,No,No,Yes,N/A,No,No,NA,2013-03-27,2014-02-24,334,5.811140992976701,Post-FDASIA
Impavido,miltefosine,Paladin Therapeutics,NDA,204684,NA,NA,Capsule,Oral,NA,NA,NA,NA,4/19/2013,3/19/2014,2014,NA,"IMPAVIDO (miltefosine) capsules are indicated in adults and adolescents >= 12 years of age weighing  >= 30 kg for the treatment of: 
- Visceral leishmaniasis caused by Leishmania donovani. 
- Cutaneous leishmaniasis caused by Leishmania braziliensis, Leishmania guyanensis, and Leishmania panamensis. 
- Mucosal leishmaniasis caused by Leishmania braziliensis. 
Limitations of Use: 
- Leishmania species studied in clinical trials evaluating IMPAVIDO were based on epidemiologic data. 
- There may be geographic variation in clinical response of the same Leishmania species to IMPAVIDO. 
- The efficacy of IMPAVIDO in the treatment of other Leishmania species has not been evaluated.",Priority,Yes,No,No,Yes,No,TD,No,NA,2013-04-19,2014-03-19,334,5.811140992976701,Post-FDASIA
Neuraceq,florbetaben F 18,Piramal Imaging,NDA,204677,NA,NA,Solution,Intravenous,NA,NA,NA,NA,12/21/2012,3/19/2014,2014,NA,"Neuraceq is indicated for Positron Emission Tomography (PET) imaging of the brain to estimate ß-amyloid neuritic plaque density in adult patients with cognitive impairment who are being evaluated for Alzheimer's Disease (AD) and other causes of cognitive decline.  
A negative Neuraceq scan indicates sparse to no amyloid neuritic plaques and is inconsistent with a neropathological diagnosis of AD at the time of image acquisition; a negative scan result reduces the likelihood that a patient's cognitive impairment is due to AD. A positive Neuraceq scan indicates moderate to frequent amyloid neuritic plaques; neuropathological examination has shown this amount of amyloid neuritic plaque is present in patients with AD, but may also be present in patients with other types of neurologic conditions as well as older people with normal cognition.  Neuraceq is an adjunct to other diagnostic evaluations.   
Limitations of Use: 
- A positive Neuraceq scan does not establish the diagnosis of AD or any other cognative disorder.  
- Safety and effectiveness of Neuraceq have not been established for: 
-- Predicting development of dementia or other neurologic conditions; 
-- Monitoring responses to therapies.",Standard,No,No,No,No,No,No,No,NA,2012-12-21,2014-03-19,453,6.115892125483034,Post-FDASIA
Otezla,apremilast,Celgene,NDA,205437,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/21/2013,3/21/2014,2014,NA,OTEZLA is indicated for the treatment of adult patients with active psoriatic arthritis.,Standard,No,No,No,No,No,No,No,NA,2013-03-21,2014-03-21,365,5.8998973535824915,Post-FDASIA
Tanzeum,albiglutide,GlaxoSmithKline,BLA,125431,NA,NA,Injectable,Injection,NA,NA,NA,NA,1/14/2013,4/15/2014,2014,NA,"Tanzeum is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.  
Limitations of Use: 
- Tanzeum is not recommended as first-line therapy for patients inadequately controlled on diet and exercise.  
- Tanzeum has not been studied in patients with a history of pancreatitis. Consider other antidiabetic therapies in patients with a history of pancreatitis. 
- Tanzeum is not indicated in the treatment of patients with type 1 diabetes mellitus or for the treatment of patients with diabetic ketoacidosis. 
- Tanzeum has not been studied in patients with severe gastrointestinal disease, including severe gastroparesis. The use of Tanzeum is not recommended in patients with pre-existing severe gastrointestinal disease. 
- Tanzeum has not been studied in combination with prandial insulin.",Standard,No,No,No,No,N/A,No,No,NA,2013-01-14,2014-04-15,456,6.1224928095143865,Post-FDASIA
Cyramza,ramucirumab,Eli Lilly,BLA,125477,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/23/2013,4/21/2014,2014,NA,"Cyramza as a single-agent is indicated for the treatment of patients with advanced or metastatic, gastric or gastro-esophageal junction adenocarcinoma with disease progression on or after prior fluoropyrimidine- or platinum- containing chemotherapy.",Priority,Yes,No,No,Yes,N/A,No,No,NA,2013-08-23,2014-04-21,241,5.484796933490655,Post-FDASIA
Sylvant,siltuximab,Janssen Biotech,BLA,125496,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/30/2013,4/23/2014,2014,NA,"SYLVANT is indicated for the treatment of patients with multicentric Castleman’s disease (MCD) who are human immunodeficiency virus (HIV) negative and human herpesvirus-8 (HHV-8) negative. 
Limitation of Use: 
SYLVANT was not studied in patients with MCD who are HIV positive or HHV-8 positive because SYLVANT did not bind to virally produced IL-6 in a nonclinical study.",Priority,Yes,No,No,No,N/A,No,No,NA,2013-08-30,2014-04-23,236,5.4638318050256105,Post-FDASIA
Zykadia,ceritinib,Novartis Pharmaceuticals,NDA,205755,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/24/2013,4/29/2014,2014,NA,ZYKADIA is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. An improvement in survival or disease-related symptoms has not been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.,Priority,Yes,Yes,Yes,No,No,No,No,NA,2013-12-24,2014-04-29,126,4.836281906951478,Post-FDASIA
Zontivity,vorapaxar,Merck Sharp & Dohme,NDA,204886,NA,NA,Tablet,Oral,NA,NA,NA,NA,5/10/2013,5/8/2014,2014,NA,"ZONTIVITY is indicated for the reduction of thrombotic cardiovascular events in patients with a history of myocardial infarction (MI) or with peripheral arterial disease (PAD). ZONTIVITY has been shown to reduce the rate of a combined endpoint of cardiovascular death, MI, stroke, and urgent coronary revascularization (UCR).",Standard,No,No,No,Yes,No,No,No,NA,2013-05-10,2014-05-08,363,5.8944028342648505,Post-FDASIA
Entyvio,vedolizumab,Takeda Pharmaceuticals,BLA,125476,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/20/2013,5/20/2014,2014,NA,"Entyvio (vedolizumab) is indicated for: -inducing and maintaining clinical response, 
- inducing and maintaining clinical remission, 
- improving the endoscopic appearance of the mucosa, and 
- achieving corticosteroid-free remission 
in adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to a tumor necrosis factor (TNF) blocker or immunomodulator; or had an inadequate response with, were intolerant to, or demonstrated dependence on corticosteroids. 
Entyvio (vedolizumab) is indicated for: 
- achieving clinical response, 
- achieving clinical remission, and 
- achieving corticosteroid-free remission 
in adult patients with moderately to severely active Crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to a tumor necrosis factor (TNF) blocker or immunomodulator; or had an inadequate response with, were intolerant to, or demonstrated dependence on corticosteroids.",Priority,No,No,No,Yes,N/A,No,No,NA,2013-06-20,2014-05-20,334,5.811140992976701,Post-FDASIA
Dalvance,dalbavancin,Durata Therapeutics International,NDA,21883,NA,NA,Powder,Intravenous,NA,NA,NA,NA,12/21/2004,5/23/2014,2014,NA,"DALVANCE (dalbavancin) for injection is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (ABSSSI) caused by susceptible isolates of the following Gram-positive microorganisms: Staphylococcus aureus (including methicillin-susceptible and methicillin-resistant strains), Streptococcus pyogenes, Streptococcus agalactiae and Streptococcus anginosus group (including S. anginosus, S. intermedius, S. constellatus). Usage: To reduce the development of drug-resistant bacteria and maintain the effectiveness of DALVANCE and other antibacterial agents, DALVANCE should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",Priority,No,No,No,Yes,Yes,No,No,NA,2004-12-21,2014-05-23,3440,8.143226750367445,Post-FDASIA
Jublia,efinaconazole,Dow Pharmaceutical Sciences,NDA,203567,NA,NA,Solution,Topical,NA,NA,NA,NA,7/26/2012,6/6/2014,2014,NA,"Jublia (efinaconazole) topical solution, 10% is an azole antifungal indicated for the topical treatment of onychomycosis of the toenail(s) due to Trichophyton rubrum and Trichophyton mentagrophytes.",Standard,No,No,No,No,No,No,No,NA,2012-07-26,2014-06-06,680,6.522092798170152,Post-FDASIA
Sivextro,tedizolid phosphate,Cubist Pharmaceuticals,NDA,205435,205436,NA,Tablet,Oral,Injectable,Injection,NA,NA,10/21/2013,6/20/2014,2014,NA,"SIVEXTRO is an oxazolidinone-class antibacterial indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) caused by susceptible isolates of the following Gram-positive microorganisms: Staphylococcus aureus (including methicillin-resistant [MRSA] and methicillin-susceptible [MSSA] isolates), Streptococcus pyogenes, Streptococcus agalactiae, Streptococcus anginosus Group (including Streptococcus anginosus, Streptococcus intermedius, and Streptococcus constellatus), and Enterococcus faecalis. 
Usage: 
To reduce the development of drug-resistant bacteria and maintain the effectiveness of SIVEXTRO and other antibacterial drugs, SIVEXTRO should be used only to treat ABSSSI that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",Priority,No,No,No,No,Yes,No,No,NA,2013-10-21,2014-06-20,242,5.488937726156687,Post-FDASIA
Beleodaq,belinostat,Spectrum Pharmaceuticals,NDA,206256,NA,NA,Powder,Intravenous,NA,NA,NA,NA,12/9/2013,7/3/2014,2014,NA,"Beleodaq is indicated for the treatment of patients with relapsed or refractory peripheral T-cell lymphoma (PTCL). 
This indication is approved under accelerated approval based on tumor response rate and duration of response.  An improvement in survival or disease-related symptoms has not been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trial.",Priority,Yes,Yes,No,Yes,No,No,No,NA,2013-12-09,2014-07-03,206,5.327876168789581,Post-FDASIA
Kerydin,tavaborole,Anacor Pharmaceuticals,NDA,204427,NA,NA,Solution,Topical,NA,NA,NA,NA,7/29/2013,7/7/2014,2014,NA,"KERYDIN (tavaborole) topical solution, 5% is an oxaborole antifungal indicated for the treatment of onychomycosis of the toenails due to Trichophyton rubrum or Trichophyton mentagrophytes.",Standard,No,No,No,No,No,No,No,NA,2013-07-29,2014-07-07,343,5.8377304471659395,Post-FDASIA
Zydelig,idelalisib,Gilead Sciences,NDA,206545,205858,NA,Tablet,Oral,Tablet,Oral,NA,NA,9/11/2013,7/23/2014,2014,NA,"[A] Zydelig is indicated, in combination with rituximab, for the treatment of patients with relapsed chronic lymphocytic leukemia (CLL) for whom rituximab alone would be considered appropriate therapy due to other co-morbidities
[B] Zydelig is indicated for the treatment of patients with relapsed follicular B-cell non-Hodgkin lymphoma (FL) who have received at least two prior systemic therapies. Accelerated approval was granted for this indication based on Overall Response Rate.  An improvement in patient survival or disease related symptoms has not been established. Continues approval for this indication may be contingent upon verification of clinical benefit in confirmatory trials. 
[C] Zydelig is indicated for the treatment of patients with relapsed small lymphocytic lymphoma (SLL) who have received at least two prior systemic therapies.  Accelerated approval was granted for this indication based on Overall Response Rate. An improvement in patient survival or disease related symptoms has not been established. Continued approval for this indication may be contingent upon verification of clinical benefit in confirmatory trials.",Priority (indication [A] only),Yes,Yes (indications [B] and [C] only),Yes (indication [A] only),Yes (indication [A] only),No,No,No,NA,2013-09-11,2014-07-23,315,5.752572638825633,Post-FDASIA
Striverdi Respimat,olodaterol,Boehringer Ingelheim Pharmaceuticals,NDA,203108,NA,NA,"Spray, Metered",Inhalation,NA,NA,NA,NA,5/14/2012,7/31/2014,2014,NA,"STRIVERDI RESPIMAT is a long-acting beta2-agonist indicated for long-term, once-daily maintenance bronchodilator treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema. 
STRIVERDI RESPIMAT is not indicated to treat acute deteriorations of COPD.
STRIVERDI RESPIMAT is not indicated to treat asthma. The safety and effectiveness of STRIVERDI RESPIMAT in asthma have not been established.",Standard,No,No,No,No,No,No,No,NA,2012-05-14,2014-07-31,808,6.694562058521095,Post-FDASIA
Jardiance,empagliflozin,Boehringer Ingelheim Pharmaceuticals,NDA,204629,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/5/2013,8/1/2014,2014,NA,Jardiance is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. Limitations of Use: Jardiance is not recommended for patients with type 1 diabetes or for the treatment of diabetic ketoacidosis.,Standard,No,No,No,No,No,No,No,NA,2013-03-05,2014-08-01,514,6.2422232654551655,Post-FDASIA
Orbactiv,oritavancin diphosphate,The Medicines Company,NDA,206334,NA,NA,Powder,Intravenous,NA,NA,NA,NA,12/6/2013,8/6/2014,2014,NA,"ORBACTIV (Oritavancin) for injection is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (ABSSSI) caused by susceptible isolates of the following Gram-positive microorganisms: Staphylococcus aureus (including methicillin-susceptible and methicillin-resistant isolates), Streptococcus pyogenes, Streptococcus agalactiae, Streptococcus dysgalactiae, Streptococcus anginosus group (includes S. anginosus, S. intermedius, and S. constellatus), and Enterococcus faecalis (vancomycin-susceptible isolates only). 
Usage: 
To reduce the development of drug-resistant bacteria and maintain the effectiveness of ORBACTIV and other antibacterial drugs, ORBACTIV should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria.  When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy.  In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",Priority,No,No,No,No,Yes,No,No,NA,2013-12-06,2014-08-06,243,5.493061443340548,Post-FDASIA
Belsomra,suvorexant,Merck,NDA,204569,NA,NA,Tablet,Oral,NA,NA,NA,NA,8/30/2012,8/13/2014,2014,NA,BELSOMRA (surovexant) is indicated for the treatment of insomnia characterized by difficulties with sleep onset and/or sleep maintenance.,Standard,No,No,No,No,No,No,No,NA,2012-08-30,2014-08-13,713,6.569481420414296,Post-FDASIA
Plegridy,peginterferon beta-1a,Biogen Idec,BLA,125499,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/16/2013,8/15/2014,2014,NA,PLEGRIDY (peginterferon beta-1a) is indicated for the treatment of patients with relapsing forms of multiple sclerosis.,Standard,No,No,No,No,N/A,No,No,NA,2013-05-16,2014-08-15,456,6.1224928095143865,Post-FDASIA
Cerdelga,eliglustat,Genzyme,NDA,205494,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/20/2013,8/19/2014,2014,NA,"CERDELGA is indicated for the long-term treatment of adult patients with Gaucher disease type 1 (GD1) who are CYP2D6 extensive metabolizers (EMs), intermediate metabolizers (IMs), or poor metabolizers (PMs) as detected by an FDA-cleared test. 
Limitations of Use: 
- Patients who are CYP2D6 ultra-rapid metabolizers (URMs) may not achieve adequate concentrations of CERDELGA to achieve a therapeutic effect.  
- A specific dosage cannot be recommended for those patients whose CYP2D6 genotype cannot be determined (indeterminate metabolizers).",Priority,Yes,No,No,No,No,No,No,NA,2013-09-20,2014-08-19,333,5.808142489980444,Post-FDASIA
Keytruda,pembrolizumab,Merck Sharp & Dohme,BLA,125514,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/27/2014,9/4/2014,2014,NA,"KEYTRUDA (pembrolizumab) is indicated for the treatment of patients with unresectable or metastatic melanoma and disease progression following ipilimumab and, if BRAF V600 mutation positive, a BRAF inhibitor. 
This indication is approved under accelerated approval based on tumor response rate and durability of response. An improvement in survival or disease-related symptoms has not yet been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.",Priority,Yes,Yes,Yes,No,N/A,No,No,NA,2014-02-27,2014-09-04,189,5.241747015059643,Post-FDASIA
Movantik,naloxegol,AstraZeneca Pharmaceuticals,NDA,204760,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/16/2013,9/16/2014,2014,NA,MOVANTIK (naloxegol) is indicated for the treatment of opioid-induced constipation (OIC) in adult patients with chronic non-cancer pain.,Standard,No,No,No,No,No,No,No,NA,2013-09-16,2014-09-16,365,5.8998973535824915,Post-FDASIA
Trulicity,dulaglutide,Eli Lilly,BLA,125469,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/18/2013,9/18/2014,2014,NA,"TRULICITY is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 
Limitations of Use: 
- TRULICITY is not recommended as a first-line therapy for patients who have inadequate glycemic control on diet and exercise. 
- TRULICITY has not been studied in patients with a history of pancreatitis. Consider other antidiabetic therapies in patients with a history of pancreatitis. 
- TRULICITY should not be used in patients with type 1 diabetes mellitus or for the treatment of diabetic ketoacidosis. TRULICITY is not a substitute for insulin. 
- TRULICITY has not been studied in patients with severe gastrointestinal disease, including severe gastroparesis. The use of TRULICITY is not recommended in patients with pre-existing severe gastrointestinal disease. 
- The concurrent use of TRULICITY and basal insulin has not been studied.",Standard,No,No,No,No,N/A,No,No,NA,2013-09-18,2014-09-18,365,5.8998973535824915,Post-FDASIA
Akynzeo,"netupitant, palonosetron",Helsinn Healthcare,NDA,205718,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/27/2013,10/10/2014,2014,NA,"AKYNZEO is indicated for the prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of cancer chemotherapy, including, but not limited to, highly emetogenic chemotherapy. AKYNZEO is an oral fixed combination of palonosetron and netupitant: palonosetron prevents nausea and vomiting during the acute phase and netupitant prevents nausea and vomiting during both the acute and delayed phase after cancer chemotherapy.",Standard,No,No,No,No,No,No,No,NA,2013-09-27,2014-10-10,378,5.934894195619588,Post-FDASIA
Lumason,sulfur hexafluoride lipid-type A microspheres,Bracco Diagnostics,NDA,203684,NA,NA,For Suspension,Intravenous,NA,NA,NA,NA,12/21/2011,10/10/2014,2014,NA,Lumason is indicated for use in patients with suboptimal echocardiograms to opacify the left ventricular chamber and to improve the delineation of the left ventricular endocardial border.,Standard,No,No,No,No,No,No,No,NA,2011-12-21,2014-10-10,1024,6.931471805599453,Post-FDASIA
Harvoni,"ledipasvir, sofosbuvir",Gilead Sciences,NDA,205834,NA,NA,Tablet,Oral,NA,NA,NA,NA,2/10/2014,10/10/2014,2014,NA,HARVONI is indicated for the treatment of chronic hepatitis C (CHC) genotype 1 infection in adults.,Priority,No,No,Yes,Yes,No,No,No,NA,2014-02-10,2014-10-10,242,5.488937726156687,Post-FDASIA
Esbriet,pirfenidone,Intermune,NDA,22535,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/4/2009,10/15/2014,2014,NA,ESBRIET is indicated for the treatment of idiopathic pulmonary fibrosis (IPF),Priority,Yes,No,Yes,Yes,No,No,No,NA,2009-11-04,2014-10-15,1806,7.498869733976931,Post-FDASIA
Ofev,nintedanib,Boehringer Ingelheim Pharmaceuticals,NDA,205832,NA,NA,Capsule,Oral,NA,NA,NA,NA,5/2/2014,10/15/2014,2014,NA,OFEV is indicated for the treatment of idiopathic pulmonary fibrosis (IPF).,Priority,Yes,No,Yes,Yes,No,No,No,NA,2014-05-02,2014-10-15,166,5.111987788356544,Post-FDASIA
Blincyto,blinatumomab,Amgen,BLA,125557,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/19/2014,12/3/2014,2014,NA,"BLINCYTO is indicated for the treatment of Philadelphia chromosome-negative relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL). 
This indication is approved under accelerated approval.  Continued approval for this indication may be contingent upon verification of clinical benefit in subsequent trials.",Priority,Yes,Yes,Yes,No,N/A,No,No,NA,2014-09-19,2014-12-03,75,4.31748811353631,Post-FDASIA
Xtoro,finafloxacin,Alcon Research,NDA,206307,NA,NA,Suspension/Drops,Otic,NA,NA,NA,NA,4/25/2014,12/17/2014,2014,NA,"XTORO (finafloxacin otic suspension), 0.3% is indicated for the treatment of acute otitis externa (AOE) with or without an otowick, caused by susceptible strains of Pseudomonas aeruginosa and Staphylococcus aureus inpatients age 1 year and older.",Priority,No,No,No,No,No,No,No,NA,2014-04-25,2014-12-17,236,5.4638318050256105,Post-FDASIA
Lynparza,olaparib,AstraZeneca Pharmaceuticals,NDA,206162,NA,NA,Capsule,Oral,NA,NA,NA,NA,2/3/2014,12/19/2014,2014,NA,"Lynparza is indicated as monotherapy in patients with deleterious or suspected deleterious germline BRCA mutated (as detected by an FDA-approved test) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy. 
The indication is approved under accelerated approval based on objective response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,Yes,Yes,No,No,No,No,No,NA,2014-02-03,2014-12-19,319,5.765191102784844,Post-FDASIA
Zerbaxa,"ceftolozane, tazobactam",Cubist Pharmaceuticals,NDA,206829,NA,NA,Powder,Intravenous,NA,NA,NA,NA,4/21/2014,12/19/2014,2014,NA,"ZERBAXA (ceftolozane/tazobactam) for Injection is indicated for the treatment of patients 18 years or older with the following infections caused by designated susceptible microorganisms. 
ZERBAXA used in combination with metronidazole is indicated for the treatment of complicated intra-abdominal infections (cIAI) caused by the following Gram-negative and Gram-positive microorganisms: Enterobacter cloacae, Escherichia coli, Klebsiella oxytoca, Klebsiella pneumonia, Proteus mirabilis, Pseudomonas aeruginosa, Bacteroides fragilis, Streptococcus anginosus, Streptococcus constellatus, and Streptococcus salivarius. 
ZERBAXA is indicated for the treatment of complicated urinary tract infections (cUTI), including pyelonephritis, caused by the following Gram-negative microorganisms: Escherichia coli, Klebsiella pneumonia, Proteus mirabilis, and Pseudomonas aeruginosa. 
Usage: 
To reduce the development of drug-resistant bacteria and maintain the effectiveness of ZERBAXA and other antibacterial drugs, ZERBAXA should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy.  In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",Priority,No,No,No,Yes,Yes,No,No,NA,2014-04-21,2014-12-19,242,5.488937726156687,Post-FDASIA
Rapivab,peramivir,BioCryst Pharmaceuticals,NDA,206426,NA,NA,Solution,Intravenous,NA,NA,NA,NA,12/23/2013,12/19/2014,2014,NA,"RAPIVAB is indicated for the treatment of acute uncomplicated influenza in patients 18 years and older who have been symptomatic for no more than 2 days. 
Limitations of Use: 
- Efficacy of RAPIVAB is based on clinical trials of naturally occurring influenza in which the predominant influenza infections were influenza A virus; a limited number of subjects infected with influenza B virus were enrolled. 
- Influenza viruses change over time. Emergence of resistance substitutions could decrease drug effectiveness.  Other factors (for example, change in viral virulence) might also diminish clinical benefit of antiviral drugs. Prescribers should consider available information on influenza drug susceptibility patters and treatment effects when deciding whether to use RAPIVAB.  
- The efficacy of RAPIVAB could not be established in patients with serious influenza requiring hospitalization.",Standard,No,No,No,Yes,No,No,No,NA,2013-12-23,2014-12-19,361,5.8888779583328805,Post-FDASIA
Viekira Pak,"ombitasvir, paritaprevir, ritonavir; dasabuvir (co-packaged)",AbbVie,NDA,206619,NA,NA,"Tablet, Tablet",Oral,NA,NA,NA,NA,4/21/2014,12/19/2014,2014,NA,"VIEKIRA PAK with or without ribavirin is indicated for the treatment of patients with genotype 1 chronic hepatitis C virus (HCV) infection including those with compensated cirrhosis.  
Limitation of Use:  
VIEKIRA PAK is not recommended for use in patients with decompensated liver disease.",Priority,No,No,Yes,Yes,No,No,No,NA,2014-04-21,2014-12-19,242,5.488937726156687,Post-FDASIA
